order_id;package_id;package_volume;delivery_location;from_warehouse;order_date;delivered_date;n_units;order_total_volume
gnZhrGTTMoN6MdUvMyjdcK;QRmisgbikehbekbCq6gcf7;1,8776;Belfort;Reims;05/04/2021;11/04/2021 00:00;23;43,1848
5UG2S4aM7mensSNytPMZeE;QRmisgbikehbekbCq6gcf7;1,8776;Besançon;Reims;05/04/2021;13/04/2021 00:00;15;28,164
i6WfNiqCMDbBZyeJdxVWeY;KmBprCffsWobByaWonfSXN;0,0485;Amiens;Cergy;05/04/2021;06/04/2021 00:00;22;1,067
KfX3PhQWfJsVGrgeJjCwJg;Ma2dD37vT2kVzCKUECJJsi;0,9106;Le Havre;Cergy;05/04/2021;12/04/2021 00:00;41;37,3346
5B9HP59aXzDixxmJmhsqJ7;HwpqQKJKdGowCt9pgQKG7E;0,0053;Antony;Cergy;05/04/2021;07/04/2021 00:00;24;0,1272
iTwWsPyVYG24cFEgcbts9E;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Clermont-Ferrand;Clermont-Ferrand;05/04/2021;11/04/2021 00:00;19;13,7693
mx5gJQjHQpkwCLNtWdVtam;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Paris;Cergy;05/04/2021;07/04/2021 00:00;18;3,8196
FN3nACRQ4zdMPAgjBJgWYL;F7nPP7x29eJthgWvtQufGb;1,68;Sarcelles;Cergy;05/04/2021;14/04/2021 00:00;29;48,72
Xw79jeBohiiZuMyCuBWuLb;khHNUxYZUEEiRkaVe2FyXg;2,0028;Lorient;Cergy;05/04/2021;14/04/2021 00:00;38;76,1064
Q287pGEwL7uZpvWa8rM2hp;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Aulnay-sous-Bois;Cergy;05/04/2021;06/04/2021 00:00;35;7,427
nnGoNovKUEPSdPPo7gLEkz;eMZvEhv2562R9UEzTamYtC;2,7234;Pantin;Cergy;05/04/2021;18/04/2021 00:00;5;13,617
7xdWYg7ubtwBgAzgZGCHkQ;BewerkQGyB5yToxS4jhRpb;0,0754;Strasbourg;Reims;05/04/2021;07/04/2021 00:00;44;3,3176
MqQ4yuarev3n2tNt5qrB4V;htoLtHv3Fuxv4ncvCaGhqv;0,002;Annecy;Avignon;05/04/2021;07/04/2021 00:00;25;0,05
JVbtzNqnJTdPxJjHivgwHH;eMZvEhv2562R9UEzTamYtC;2,7234;Rouen;Cergy;05/04/2021;16/04/2021 00:00;6;16,3404
cDvnrZ3P8e64giig5aUPwt;HwpqQKJKdGowCt9pgQKG7E;0,0053;Lorient;Cergy;05/04/2021;06/04/2021 00:00;45;0,2385
YRGjiEwDVTHAXdMFRJxTAd;2qRALPgMv7KhK4bXqtsNLi;0,0372;Meaux;Cergy;05/04/2021;07/04/2021 00:00;17;0,6324
dgpEQ3fYbBsj4VVjfuDvQR;UPowTjKefgdmoKF4uF23CS;0,002;Valence;Avignon;05/04/2021;10/04/2021 00:00;44;0,088
E7zbbMiXM3Rb4sCK9UeDn6;8v3pdBFxHkGYDcAdAzVBD3;0,004;Nanterre;Cergy;05/04/2021;06/04/2021 00:00;34;0,136
Uugv4WvEyVrxisC9iCFXLU;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Cannes;Avignon;05/04/2021;13/04/2021 00:00;39;22,1325
X2w76LADHHwkDagJJtfTbX;oDvsipheHig4YXYGeUJYqB;0,6944;Rueil-Malmaison;Cergy;05/04/2021;11/04/2021 00:00;43;29,8592
HBThUUtbdhRKU8uMctfy4L;QRmisgbikehbekbCq6gcf7;1,8776;Montpellier;Avignon;05/04/2021;13/04/2021 00:00;19;35,6744
9GDCHcyD656xuUYg5KWvuT;oPLB2yoMM5AjYbkmSwsb32;0,0071;Vénissieux;Avignon;05/04/2021;07/04/2021 00:00;48;0,3408
KoSTNLQAF9gHxf4nZF73w5;CzqGKwaKFSS6xN4Dq98RAh;0,7247;La Rochelle;Montauban;05/04/2021;12/04/2021 00:00;35;25,3645
YRjarxUeKjzPneitwCM77n;oDvsipheHig4YXYGeUJYqB;0,6944;Roubaix;Reims;05/04/2021;10/04/2021 00:00;30;20,832
8pLqXgSZii6dcfDVyd25Lx;bfvaknKja6jMJYp56vtjgf;0,0072;Ivry-sur-Seine;Cergy;05/04/2021;09/04/2021 00:00;27;0,1944
WPaJCxjWCoSsE3nyDwGSy4;2qRALPgMv7KhK4bXqtsNLi;0,0372;Carrières-sur-Seine;Cergy;05/04/2021;07/04/2021 00:00;32;1,1904
nFgAK3CqZPexCfZdhsAUxE;htoLtHv3Fuxv4ncvCaGhqv;0,002;Caen;Cergy;05/04/2021;06/04/2021 00:00;14;0,028
Nr7LKN6yfU63ZDRhnbrdaU;oDvsipheHig4YXYGeUJYqB;0,6944;Villeurbanne;Clermont-Ferrand;05/04/2021;10/04/2021 00:00;42;29,1648
NK7EXcJAxV3FLacky8Py9A;fURbc9KK9g8UJPezDb3s6u;0,0072;Cherbourg;Cergy;05/04/2021;07/04/2021 00:00;27;0,1944
3d6fiPpP7gd3qKh7Fnirfv;7yBbrLBAX6TK4FREHb6ABA;0,0021;Drancy;Cergy;05/04/2021;06/04/2021 00:00;32;0,0672
8bs8TKW4gauS6KYyZq4d9k;Ma2dD37vT2kVzCKUECJJsi;0,9106;Clichy;Cergy;05/04/2021;16/04/2021 00:00;20;18,212
njjuf3ar3bpntbiDsZuZj2;6H7ukEuzfShov54gB3sN6V;0,002;Marseille;Avignon;05/04/2021;09/04/2021 00:00;35;0,07
CCMdXU4kwe6VHxYwaxpioL;QRmisgbikehbekbCq6gcf7;1,8776;Lille;Reims;05/04/2021;13/04/2021 00:00;26;48,8176
n6nEuvbEXQG9NH8TbAtakj;Ho42bGxZ8G2Lj8ngoYwHk3;0,006;Noisy-le-Grand;Cergy;05/04/2021;06/04/2021 00:00;26;0,156
QVHwAHCyz6i3svUVUAwpLV;YUTZ5KEq8mm7HFJGZqxCxu;0,8208;Pessac;Montauban;05/04/2021;10/04/2021 00:00;20;16,416
RwfvoSKemzW6VfZanUN2f6;iEPqJGnxxp6ijYtsFdYCUr;0,163;Toulouse;Montauban;05/04/2021;08/04/2021 00:00;30;4,89
hUADG3APDdgqRs45VwG3nQ;UPowTjKefgdmoKF4uF23CS;0,002;Paris;Cergy;05/04/2021;08/04/2021 00:00;20;0,04
ecZT3AhfZqS8s9i2nxNGCG;4A8XqQW57uG82xfZ7sjp5F;0,1148;Aulnay-sous-Bois;Cergy;05/04/2021;12/04/2021 00:00;46;5,2808
nRfBdHbXci3dZ3jLo4vSLC;F7nPP7x29eJthgWvtQufGb;1,68;Niort;Montauban;05/04/2021;12/04/2021 00:00;46;77,28
Yfjikf5f5PFRBs6nZHizLE;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Hyères;Avignon;05/04/2021;11/04/2021 00:00;47;66,5144
X4oNXFZKBjbKjapeU3VoZ3;F7nPP7x29eJthgWvtQufGb;1,68;Antony;Cergy;05/04/2021;13/04/2021 00:00;8;13,44
ii8GMhJBbpKYJYeGEvGqvN;aZY3fiBNXajyPoPcgxBmM4;0,002;Cherbourg;Cergy;05/04/2021;06/04/2021 00:00;15;0,03
dRoLdxLjuXbrjJWdLqqnYC;Ho42bGxZ8G2Lj8ngoYwHk3;0,006;Annecy;Avignon;05/04/2021;07/04/2021 00:00;42;0,252
ahFjNZo2uAZJSzLBUw2oq6;QRmisgbikehbekbCq6gcf7;1,8776;Rennes;Cergy;05/04/2021;16/04/2021 00:00;14;26,2864
MPE2dA4Lrod9LcjuJ2LCHK;mAxZ4tFQt37vYyS2VrYESk;0,226;Amiens;Cergy;05/04/2021;10/04/2021 00:00;33;7,458
A4ZARRiCDawQEE9cwonqiZ;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Créteil;Cergy;05/04/2021;11/04/2021 00:00;5;3,6235
FP7qHAvu3Q3JKSQo2nqR6h;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Saint-Denis;Cergy;05/04/2021;11/04/2021 00:00;21;11,9175
5nAE8JxsRwHJTTZ6ivA6Ky;CSHLSZE9QNDc8FW85XQpcK;0,072;Aix-en-Provence;Avignon;05/04/2021;07/04/2021 00:00;38;2,736
YQ8wtcL496EYYGAfFBXzJu;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Aix-en-Provence;Avignon;05/04/2021;08/04/2021 00:00;37;4,6842
nF54Xb7zWLTox46ikboqcq;8v3pdBFxHkGYDcAdAzVBD3;0,004;Montélimar;Avignon;05/04/2021;11/04/2021 00:00;37;0,148
2T96jSJa7o83dP4rETyYhN;FNB2bjUdGBUEitpecFRAaL;2,0644;Toulouse;Montauban;05/04/2021;14/04/2021 00:00;30;61,932
m9VGxbSka5JkW5MssxNHwk;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Aulnay-sous-Bois;Cergy;05/04/2021;11/04/2021 00:00;18;26,0568
f4dxJzdCPQAKxLixdkvhCz;Jor2NusSZhGuk46urjyqqz;0,002;Troyes;Reims;05/04/2021;10/04/2021 00:00;38;0,076
BLehxDu8YjGzxZhYwgHFY6;KcEQgPTWKrvayEJwmxoquz;0,2433;Annecy;Avignon;05/04/2021;09/04/2021 00:00;30;7,299
YHp3v9cKudgajnRfjeixPv;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Lyon;Clermont-Ferrand;05/04/2021;09/04/2021 00:00;45;9,549
bQxnLH2eCQVFLeF9RVGkQC;DcJVvos8XBfEHvpZxCXNAm;0,4343;Aix-en-Provence;Avignon;05/04/2021;13/04/2021 00:00;28;12,1604
n8QNbadGpV2THGmXaKnj4w;eMZvEhv2562R9UEzTamYtC;2,7234;Nantes;Cergy;05/04/2021;15/04/2021 00:00;11;29,9574
M9CR8CpxxTRXMnMScJo3Zj;aZY3fiBNXajyPoPcgxBmM4;0,002;Mulhouse;Reims;05/04/2021;06/04/2021 00:00;11;0,022
ZumP8rD2G79jk8TF7rAYXD;bfvaknKja6jMJYp56vtjgf;0,0072;Cannes;Avignon;05/04/2021;07/04/2021 00:00;21;0,1512
VUUhUoqWU2rX5ip37d3rGx;FMyrrspTH7vhb6FWL45KhT;0,006;Reims;Reims;05/04/2021;07/04/2021 00:00;37;0,222
NzxnRYBXyeo4YccV7FB5gF;FMyrrspTH7vhb6FWL45KhT;0,006;Lyon;Clermont-Ferrand;05/04/2021;06/04/2021 00:00;16;0,096
gpPh75Qg2z469aDcunSp7u;kAh6oD4y4X3RK3zc5BQeo8;0,002;Champigny-sur-Marne;Cergy;05/04/2021;09/04/2021 00:00;32;0,064
V6ajfwsmdJHsWrk7CLAv8L;oDvsipheHig4YXYGeUJYqB;0,6944;Cergy;Cergy;05/04/2021;11/04/2021 00:00;46;31,9424
k6zDjLm5WM9UbbjGDt74zD;FMyrrspTH7vhb6FWL45KhT;0,006;Aix-en-Provence;Avignon;05/04/2021;07/04/2021 00:00;21;0,126
jNzgYu22bakRyy7GCE6hap;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Issy-les-Moulineaux;Cergy;05/04/2021;09/04/2021 00:00;40;28,988
AmVVhp7rDFPQhxDCAwKtBw;Z8722BWG8WfyrU3jeWsWGo;0,2732;Saint-Nazaire;Cergy;05/04/2021;09/04/2021 00:00;15;4,098
DSNFTo3777YcQjNHRFt6dw;kAh6oD4y4X3RK3zc5BQeo8;0,002;Valence;Avignon;05/04/2021;06/04/2021 00:00;26;0,052
9okM5MTkgDhpAjkzuD4oH5;8v3pdBFxHkGYDcAdAzVBD3;0,004;Sarcelles;Cergy;05/04/2021;07/04/2021 00:00;24;0,096
hAfq4khbWtSQXF9KeM4YV8;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Nanterre;Cergy;05/04/2021;07/04/2021 00:00;30;6,366
Ai7XK3DtzoGxKKkujQR7rm;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Montauban;Montauban;05/04/2021;08/04/2021 00:00;36;5,4684
XhByWLMaUurtv3DPXZX2YE;fURbc9KK9g8UJPezDb3s6u;0,0072;Saint-Denis;Cergy;05/04/2021;06/04/2021 00:00;39;0,2808
hfz3GsPJh8nxzqjxZg7ERN;YUTZ5KEq8mm7HFJGZqxCxu;0,8208;Rueil-Malmaison;Cergy;05/04/2021;11/04/2021 00:00;23;18,8784
ZUX5UGSYsA5n4T4FqzGcue;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Montreuil;Cergy;05/04/2021;08/04/2021 00:00;20;2,532
TMBUoZ3FTWjjdbZ6mqWoKe;mAxZ4tFQt37vYyS2VrYESk;0,226;Saint-Maur-des-Fossés;Cergy;05/04/2021;09/04/2021 00:00;29;6,554
dCAYnovTSkWyjk2RVVorLi;6H7ukEuzfShov54gB3sN6V;0,002;Caen;Cergy;05/04/2021;07/04/2021 00:00;42;0,084
NLgCtEeznutLtRwuJgXuPL;CMSWwyZ9SfPoAqr6BsZws4;0,259;Le Mans;Cergy;05/04/2021;09/04/2021 00:00;10;2,59
RAA9Q4qeVERuVTwUanhV4t;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Pau;Montauban;05/04/2021;09/04/2021 00:00;45;9,549
3LKhtMjojcR5BhMtuCrdhb;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Saint-Denis;Cergy;05/04/2021;12/04/2021 00:00;26;37,6376
TYdHt8KEvXzJmbnW3Qv3bZ;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Drancy;Cergy;05/04/2021;15/04/2021 00:00;5;7,076
bvrdrozQqhxXbaqzbboZLu;Zvus8XQuxNr4GjWYptXEs5;0,002;Colombes;Cergy;05/04/2021;07/04/2021 00:00;34;0,068
9jMbxYcQivGKNhqJQ5p3XN;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Boulogne-Billancourt;Cergy;05/04/2021;09/04/2021 00:00;38;21,565
U8aCidBGYgEYvkmKF5ekxP;7yBbrLBAX6TK4FREHb6ABA;0,0021;Colmar;Reims;05/04/2021;07/04/2021 00:00;9;0,0189
PBRgZCDufZSRKAKXqqmGcW;8v3pdBFxHkGYDcAdAzVBD3;0,004;Rennes;Cergy;05/04/2021;07/04/2021 00:00;27;0,108
cs4SaAuqSNFz3wFJsicX9U;7yBbrLBAX6TK4FREHb6ABA;0,0021;Tours;Cergy;05/04/2021;06/04/2021 00:00;44;0,0924
554pTFXosCXJUQiY27NapQ;iofz8TRLznhCe8MvMf6TDn;0,3444;Montauban;Montauban;05/04/2021;07/04/2021 00:00;5;1,722
EUWoURT6mVHmN5L3Hbdubs;iofz8TRLznhCe8MvMf6TDn;0,3444;Lille;Reims;05/04/2021;11/04/2021 00:00;35;12,054
a24iiBWuA6gUHwespn8348;Z8722BWG8WfyrU3jeWsWGo;0,2732;Lorient;Cergy;05/04/2021;09/04/2021 00:00;12;3,2784
2mNxHrXhjwaaT2gzeJu5nX;YUTZ5KEq8mm7HFJGZqxCxu;0,8208;Dijon;Reims;05/04/2021;13/04/2021 00:00;41;33,6528
mNEVwG7LpfEfA3Jt6qHRGX;oDvsipheHig4YXYGeUJYqB;0,6944;Montélimar;Avignon;05/04/2021;11/04/2021 00:00;13;9,0272
DBHpDkpPJtXHkn4WYmbEeH;htoLtHv3Fuxv4ncvCaGhqv;0,002;Vitry-sur-Seine;Cergy;05/04/2021;08/04/2021 00:00;14;0,028
3aR6wsKBa62KuYMpKsrhK7;KmBprCffsWobByaWonfSXN;0,0485;Valence;Avignon;05/04/2021;06/04/2021 00:00;8;0,388
FQqYbMa5s7RvnyU7UBtEtG;Jor2NusSZhGuk46urjyqqz;0,002;Versailles;Cergy;05/04/2021;08/04/2021 00:00;31;0,062
eBYzdVSGZKrw3aaNx99dbV;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Épinal;Reims;05/04/2021;08/04/2021 00:00;43;5,4051
GUPVMHCVxbMHaypyVoj22r;KmBprCffsWobByaWonfSXN;0,0485;Montpellier;Avignon;05/04/2021;07/04/2021 00:00;7;0,3395
iR7AY3M3UT3idDTMwY7oP9;KcEQgPTWKrvayEJwmxoquz;0,2433;Ivry-sur-Seine;Cergy;05/04/2021;08/04/2021 00:00;34;8,2722
bQzoVVVhyYvmZE4wrZ5DhL;QRmisgbikehbekbCq6gcf7;1,8776;Roubaix;Reims;05/04/2021;16/04/2021 00:00;25;46,94
XfFYpzEpUmVPwqWURLBwVK;KcEQgPTWKrvayEJwmxoquz;0,2433;Drancy;Cergy;05/04/2021;09/04/2021 00:00;21;5,1093
RMDP5wHWyPLeYTvbU5CYv9;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Montreuil;Cergy;05/04/2021;10/04/2021 00:00;26;18,8422
VRoFBZ8gHSFsPVnoH5Ugrx;8v3pdBFxHkGYDcAdAzVBD3;0,004;Rueil-Malmaison;Cergy;05/04/2021;09/04/2021 00:00;17;0,068
nj5MLT4DjGUfMCRHbk8Xnx;KmBprCffsWobByaWonfSXN;0,0485;Nîmes;Avignon;05/04/2021;06/04/2021 00:00;9;0,4365
Dr7XNNQm4NXMHSPRmYWbTg;BewerkQGyB5yToxS4jhRpb;0,0754;Mérignac;Montauban;05/04/2021;06/04/2021 00:00;15;1,131
CUFCqWXS2HFPyT9Bg9yzyo;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Toulouse;Montauban;05/04/2021;08/04/2021 00:00;16;2,4304
MnkwN3zv5JeKzTaQtcTqBn;7yBbrLBAX6TK4FREHb6ABA;0,0021;Meaux;Cergy;05/04/2021;11/04/2021 00:00;28;0,0588
VtXRy8S8izJfgKY2nNvfaT;Ma2dD37vT2kVzCKUECJJsi;0,9106;Vénissieux;Avignon;05/04/2021;12/04/2021 00:00;17;15,4802
4TKBhnJao7qCrL6mgR5HnR;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Bourges;Clermont-Ferrand;05/04/2021;11/04/2021 00:00;10;5,675
2LwpE9grKz92v9vUGrjjb6;Nf8NfkMPuqUknmHtkq7w4c;0,1266;La Seyne-sur-Mer;Avignon;05/04/2021;07/04/2021 00:00;27;3,4182
U2dxKDDWfMj6pb7SYKCp6T;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Colmar;Reims;05/04/2021;08/04/2021 00:00;38;4,7766
Fbv3M3X7iKxDdZiPFGRbdb;YUTZ5KEq8mm7HFJGZqxCxu;0,8208;Strasbourg;Reims;05/04/2021;10/04/2021 00:00;31;25,4448
Zz64avzWrXfzxdAWA5vCcs;2qRALPgMv7KhK4bXqtsNLi;0,0372;Toulon;Avignon;05/04/2021;07/04/2021 00:00;38;1,4136
AZKQ6nkggxj8GQUUBanBYz;Ho42bGxZ8G2Lj8ngoYwHk3;0,006;Montreuil;Cergy;05/04/2021;06/04/2021 00:00;15;0,09
Zxw4QQKBUmvhctui3i4uJp;jjnvac3HYvsrBQp9jxf5qj;1,0615;Cherbourg;Cergy;05/04/2021;12/04/2021 00:00;41;43,5215
GqJtVuK5irKxsCsqaed2XA;Zvus8XQuxNr4GjWYptXEs5;0,002;Caen;Cergy;05/04/2021;06/04/2021 00:00;47;0,094
KaZsVaY9qxrxUFqhqiFr2B;UPowTjKefgdmoKF4uF23CS;0,002;Belfort;Reims;05/04/2021;06/04/2021 00:00;43;0,086
GQfoAbr3CacxBQxyiejSv5;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Courcouronnes;Cergy;05/04/2021;09/04/2021 00:00;43;24,4025
XnZPkY6sfdNFK2mDfs9f2e;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Nanterre;Cergy;05/04/2021;07/04/2021 00:00;24;3,6456
GzuVTKm4L8j2gyaxHnsCY9;htoLtHv3Fuxv4ncvCaGhqv;0,002;Levallois-Perret;Cergy;05/04/2021;08/04/2021 00:00;26;0,052
eLauE7JKn8ns96svRnrczp;DcJVvos8XBfEHvpZxCXNAm;0,4343;Bordeaux;Montauban;05/04/2021;11/04/2021 00:00;28;12,1604
7qn5PDMD653HkKa7ctbtbm;fURbc9KK9g8UJPezDb3s6u;0,0072;Annecy;Avignon;05/04/2021;06/04/2021 00:00;37;0,2664
F2ZfhdWfYqCY6n8YhhsQsZ;iEPqJGnxxp6ijYtsFdYCUr;0,163;Meaux;Cergy;05/04/2021;10/04/2021 00:00;7;1,141
f3FY8tifD9r72e7C9RWuHc;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Rouen;Cergy;05/04/2021;08/04/2021 00:00;16;3,3952
K4bDobxnAE4khdRcuoeTQr;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Pantin;Cergy;05/04/2021;10/04/2021 00:00;42;6,3798
ivuKouerGqLbUH9PQpZLic;jjnvac3HYvsrBQp9jxf5qj;1,0615;Carrières-sur-Seine;Cergy;05/04/2021;11/04/2021 00:00;43;45,6445
D2TahtWtVi6UGvmgH5VGUd;aBCDNfWx5TAkxbTTmQJEE4;0,1138;Quimper;Cergy;05/04/2021;09/04/2021 00:00;44;5,0072
Lidr3rtun8eKNyyX8SLKJd;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Nice;Avignon;05/04/2021;08/04/2021 00:00;20;2,514
gdhmm7hZWsKCs5tdQGEU2e;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Nancy;Reims;05/04/2021;11/04/2021 00:00;48;34,7856
7YQKzL3WKtfWkSZWHeqPv3;CMSWwyZ9SfPoAqr6BsZws4;0,259;Drancy;Cergy;05/04/2021;07/04/2021 00:00;25;6,475
eBRtUqRwKFwvZpkR9j5biz;iofz8TRLznhCe8MvMf6TDn;0,3444;Nancy;Reims;05/04/2021;10/04/2021 00:00;31;10,6764
YrK2Yv2GA5wLhP3pMFu9dZ;iEPqJGnxxp6ijYtsFdYCUr;0,163;Antibes;Avignon;05/04/2021;10/04/2021 00:00;12;1,956
Gt69vY24pFGrzr6s6vaxG4;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Nanterre;Cergy;05/04/2021;08/04/2021 00:00;24;3,0384
YEWbBZUwviLzq7EDbfdRNA;HwpqQKJKdGowCt9pgQKG7E;0,0053;Reims;Reims;05/04/2021;06/04/2021 00:00;7;0,0371
ZuWZ7Nu5UZs8yPEwk2isiX;fURbc9KK9g8UJPezDb3s6u;0,0072;Hyères;Avignon;05/04/2021;07/04/2021 00:00;31;0,2232
oXvaWkyoVV2xRreas6xJ3h;3CCHeWCD6EnM24iAxbCfCr;1,589;Brest;Cergy;05/04/2021;13/04/2021 00:00;13;20,657
EQAWvQqoz2M2asbDca6Zsk;3nwbxBUemtMG75cVPs7q7R;1,3451;Cannes;Avignon;05/04/2021;15/04/2021 00:00;14;18,8314
RMtJTHoMdVaWQBdvpWDcRp;KcEQgPTWKrvayEJwmxoquz;0,2433;La Rochelle;Montauban;05/04/2021;06/04/2021 00:00;20;4,866
n7V27AWss2yvHxwNjpK9qD;Jor2NusSZhGuk46urjyqqz;0,002;Maisons-Alfort;Cergy;05/04/2021;08/04/2021 00:00;31;0,062
2tCzDQZ2j7w5qm3Bjv5ogo;QRmisgbikehbekbCq6gcf7;1,8776;Épinay-sur-Seine;Cergy;05/04/2021;10/04/2021 00:00;6;11,2656
hczLnqBtPXRmLpwCv3tyfY;FMyrrspTH7vhb6FWL45KhT;0,006;Brest;Cergy;05/04/2021;07/04/2021 00:00;21;0,126
DfWgmgcbRQoKFrMWqWWkBe;FMyrrspTH7vhb6FWL45KhT;0,006;Lorient;Cergy;05/04/2021;07/04/2021 00:00;12;0,072
muyngg5dhckFneiNzkHvA2;QRmisgbikehbekbCq6gcf7;1,8776;Sarcelles;Cergy;05/04/2021;14/04/2021 00:00;17;31,9192
QTiWw7RCYqhcUmttwULLXk;oPLB2yoMM5AjYbkmSwsb32;0,0071;Toulon;Avignon;05/04/2021;07/04/2021 00:00;6;0,0426
hPXakg2bEPTx25B7EyYJHL;KcEQgPTWKrvayEJwmxoquz;0,2433;Vitry-sur-Seine;Cergy;05/04/2021;08/04/2021 00:00;37;9,0021
QBxiSJxm2yFDszrEtWZvnJ;FNB2bjUdGBUEitpecFRAaL;2,0644;Versailles;Cergy;05/04/2021;15/04/2021 00:00;5;10,322
c8gSbYi6fveGptTcSBKJGq;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Aubervilliers;Cergy;05/04/2021;16/04/2021 00:00;18;26,0568
6gt7zWLWDBWusV4zM8uZid;aZY3fiBNXajyPoPcgxBmM4;0,002;Nice;Avignon;05/04/2021;08/04/2021 00:00;45;0,09
muUwawRDBJitFhwVJcWwhg;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Rueil-Malmaison;Cergy;05/04/2021;09/04/2021 00:00;43;5,4438
dSV4v46yvn3M278f4p6Bdq;khHNUxYZUEEiRkaVe2FyXg;2,0028;Clermont-Ferrand;Clermont-Ferrand;05/04/2021;16/04/2021 00:00;23;46,0644
ix5HBGhpy4cUQT7uSNJpGG;F7nPP7x29eJthgWvtQufGb;1,68;Nîmes;Avignon;05/04/2021;14/04/2021 00:00;6;10,08
bmuLt4Gv2wzE7hua2tdLAp;oDvsipheHig4YXYGeUJYqB;0,6944;Aubervilliers;Cergy;05/04/2021;11/04/2021 00:00;46;31,9424
iioVg8SnWByAkL6CfQaRCj;3CCHeWCD6EnM24iAxbCfCr;1,589;Mérignac;Montauban;05/04/2021;14/04/2021 00:00;29;46,081
JqFWANKpSoHtxZWoW9N4JD;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Saint-Nazaire;Cergy;05/04/2021;08/04/2021 00:00;48;6,0768
MSAqw7esjXxQ4rdFpTM7Mt;bfvaknKja6jMJYp56vtjgf;0,0072;Épinay-sur-Seine;Cergy;05/04/2021;08/04/2021 00:00;19;0,1368
gL4AqNkNTgt5UeZxeaQbtW;HwpqQKJKdGowCt9pgQKG7E;0,0053;Rueil-Malmaison;Cergy;05/04/2021;06/04/2021 00:00;15;0,0795
UnQNK9ncVkn7LXipUvX5gS;3CCHeWCD6EnM24iAxbCfCr;1,589;Clichy;Cergy;05/04/2021;13/04/2021 00:00;44;69,916
3RxxZFmiKGSEQijJtr6KZB;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Mérignac;Montauban;05/04/2021;14/04/2021 00:00;35;50,666
DekXzYddkddCXGzkAmPAFd;2qRALPgMv7KhK4bXqtsNLi;0,0372;La Seyne-sur-Mer;Avignon;05/04/2021;09/04/2021 00:00;15;0,558
5SwxvCyC3MCwCXiq8PFUcH;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Le Blanc-Mesnil;Cergy;05/04/2021;11/04/2021 00:00;46;33,3362
M9sTvJXyY9S2VYrggkY9kH;KcEQgPTWKrvayEJwmxoquz;0,2433;Meaux;Cergy;05/04/2021;11/04/2021 00:00;29;7,0557
EfMcHdVJgw5PehiFJPRGnF;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Caen;Cergy;05/04/2021;14/04/2021 00:00;6;8,6856
gRN9yGSBG4X34Qa7vugusE;6H7ukEuzfShov54gB3sN6V;0,002;Hyères;Avignon;05/04/2021;06/04/2021 00:00;24;0,048
NvF8AACxQ6943Z8yHGVvpG;iofz8TRLznhCe8MvMf6TDn;0,3444;Épinal;Reims;05/04/2021;08/04/2021 00:00;18;6,1992
3ATGBxKFCnahXTrn8bK2TR;oPLB2yoMM5AjYbkmSwsb32;0,0071;Orléans;Cergy;05/04/2021;08/04/2021 00:00;24;0,1704
knGsamaUoDtWYQyTxRXGN8;8v3pdBFxHkGYDcAdAzVBD3;0,004;Meaux;Cergy;05/04/2021;09/04/2021 00:00;39;0,156
DupdA9fcNhPGc7sharyGAj;4oxrPXkner2kvXqvLQiCXF;0,2384;Issy-les-Moulineaux;Cergy;05/04/2021;10/04/2021 00:00;21;5,0064
AJWTYCLHKR5HjhLEL9wNRz;3CCHeWCD6EnM24iAxbCfCr;1,589;Noisy-le-Grand;Cergy;06/04/2021;15/04/2021 00:00;20;31,78
